d,imdb_id,adult,title,genres,production_companies,release_date,budget,revenue,status,spoken_languages,runtime
954,"tt0117060",false,"Mission Impossible","12,28,53","4,44","1996-05-22",80000000,457731198,"Released","en,fr,cs",110
